city,latitude,longitude,date,aqi
Ahmedabad,23.025793,72.587265,2015-03-21,570.0
Ahmedabad,23.025793,72.587265,2015-03-22,589.0
Ahmedabad,23.025793,72.587265,2015-03-23,818.0
Ahmedabad,23.025793,72.587265,2015-03-24,737.0
Ahmedabad,23.025793,72.587265,2015-03-25,585.0
Ahmedabad,23.025793,72.587265,2015-03-26,616.0
Ahmedabad,23.025793,72.587265,2015-03-27,437.0
Ahmedabad,23.025793,72.587265,2015-03-28,321.0
Ahmedabad,23.025793,72.587265,2015-03-29,372.0
Ahmedabad,23.025793,72.587265,2015-03-30,339.0
Ahmedabad,23.025793,72.587265,2015-03-31,339.0
Ahmedabad,23.025793,72.587265,2015-04-01,324.0
Ahmedabad,23.025793,72.587265,2015-04-02,222.0
Ahmedabad,23.025793,72.587265,2015-04-03,169.0
Ahmedabad,23.025793,72.587265,2015-04-04,220.0
Ahmedabad,23.025793,72.587265,2015-04-05,118.0
Ahmedabad,23.025793,72.587265,2015-04-06,303.0
Ahmedabad,23.025793,72.587265,2015-04-07,314.0
Ahmedabad,23.025793,72.587265,2015-04-08,378.0
Ahmedabad,23.025793,72.587265,2015-04-09,415.0
Ahmedabad,23.025793,72.587265,2015-04-10,118.0
Ahmedabad,23.025793,72.587265,2015-04-11,126.0
Ahmedabad,23.025793,72.587265,2015-04-12,175.0
Ahmedabad,23.025793,72.587265,2015-04-13,226.0
Ahmedabad,23.025793,72.587265,2015-04-14,244.0
Ahmedabad,23.025793,72.587265,2015-04-15,315.0
Ahmedabad,23.025793,72.587265,2015-04-16,678.0
Ahmedabad,23.025793,72.587265,2015-04-17,774.0
Ahmedabad,23.025793,72.587265,2015-04-18,285.0
Ahmedabad,23.025793,72.587265,2015-04-19,321.0
Ahmedabad,23.025793,72.587265,2015-04-20,358.0
Ahmedabad,23.025793,72.587265,2015-04-21,357.0
Ahmedabad,23.025793,72.587265,2015-04-22,189.0
Ahmedabad,23.025793,72.587265,2015-04-23,118.0
Ahmedabad,23.025793,72.587265,2015-04-24,214.0
Ahmedabad,23.025793,72.587265,2015-04-25,253.0
Ahmedabad,23.025793,72.587265,2015-04-26,239.0
Ahmedabad,23.025793,72.587265,2015-04-27,118.0
Ahmedabad,23.025793,72.587265,2015-04-28,118.0
Ahmedabad,23.025793,72.587265,2015-04-29,300.0
Ahmedabad,23.025793,72.587265,2015-04-30,317.0
Ahmedabad,23.025793,72.587265,2015-05-01,240.0
Ahmedabad,23.025793,72.587265,2015-05-02,344.0
Ahmedabad,23.025793,72.587265,2015-05-03,503.0
Ahmedabad,23.025793,72.587265,2015-05-04,308.0
Ahmedabad,23.025793,72.587265,2015-05-05,227.0
Ahmedabad,23.025793,72.587265,2015-05-06,120.0
Ahmedabad,23.025793,72.587265,2015-05-07,158.0
Ahmedabad,23.025793,72.587265,2015-05-08,177.0
Ahmedabad,23.025793,72.587265,2015-05-09,201.0
Ahmedabad,23.025793,72.587265,2015-05-10,211.0
Ahmedabad,23.025793,72.587265,2015-05-11,221.0
Ahmedabad,23.025793,72.587265,2015-05-12,233.0
Ahmedabad,23.025793,72.587265,2015-05-13,481.0
Ahmedabad,23.025793,72.587265,2015-05-14,352.0
Ahmedabad,23.025793,72.587265,2015-05-15,327.0
Ahmedabad,23.025793,72.587265,2015-05-16,577.0
Ahmedabad,23.025793,72.587265,2015-05-17,411.0
Ahmedabad,23.025793,72.587265,2015-05-18,212.0
Ahmedabad,23.025793,72.587265,2015-05-19,280.0
Ahmedabad,23.025793,72.587265,2015-05-20,162.0
Ahmedabad,23.025793,72.587265,2015-05-21,118.0
Ahmedabad,23.025793,72.587265,2015-05-22,569.0
Ahmedabad,23.025793,72.587265,2015-05-23,128.0
Ahmedabad,23.025793,72.587265,2015-05-24,129.0
Ahmedabad,23.025793,72.587265,2015-05-25,152.0
Ahmedabad,23.025793,72.587265,2015-05-26,176.0
Ahmedabad,23.025793,72.587265,2015-05-27,167.0
Ahmedabad,23.025793,72.587265,2015-05-28,106.0
Ahmedabad,23.025793,72.587265,2015-05-29,231.0
Ahmedabad,23.025793,72.587265,2015-05-30,327.0
Ahmedabad,23.025793,72.587265,2015-05-31,174.0
Ahmedabad,23.025793,72.587265,2015-06-01,185.0
Ahmedabad,23.025793,72.587265,2015-06-02,179.0
Ahmedabad,23.025793,72.587265,2015-06-03,211.0
Ahmedabad,23.025793,72.587265,2015-06-04,192.0
Ahmedabad,23.025793,72.587265,2015-06-05,310.0
Ahmedabad,23.025793,72.587265,2015-06-06,223.0
Ahmedabad,23.025793,72.587265,2015-06-07,192.0
Ahmedabad,23.025793,72.587265,2015-06-08,191.0
Ahmedabad,23.025793,72.587265,2015-06-09,184.0
Ahmedabad,23.025793,72.587265,2015-06-10,220.0
Ahmedabad,23.025793,72.587265,2015-06-11,215.0
Ahmedabad,23.025793,72.587265,2015-06-12,226.0
Ahmedabad,23.025793,72.587265,2015-06-13,251.0
Ahmedabad,23.025793,72.587265,2015-06-14,216.0
Ahmedabad,23.025793,72.587265,2015-06-15,237.0
Ahmedabad,23.025793,72.587265,2015-06-16,198.0
Ahmedabad,23.025793,72.587265,2015-06-17,195.0
Ahmedabad,23.025793,72.587265,2015-06-18,187.0
Ahmedabad,23.025793,72.587265,2015-06-19,181.0
Ahmedabad,23.025793,72.587265,2015-06-20,179.0
Ahmedabad,23.025793,72.587265,2015-06-21,188.0
Ahmedabad,23.025793,72.587265,2015-06-22,190.0
Ahmedabad,23.025793,72.587265,2015-06-23,185.0
Ahmedabad,23.025793,72.587265,2015-06-24,189.0
Ahmedabad,23.025793,72.587265,2015-06-25,196.0
Ahmedabad,23.025793,72.587265,2015-06-26,201.0
Ahmedabad,23.025793,72.587265,2015-06-27,231.0
Ahmedabad,23.025793,72.587265,2015-06-28,196.0
Ahmedabad,23.025793,72.587265,2015-06-29,220.0
Ahmedabad,23.025793,72.587265,2015-06-30,244.0
Ahmedabad,23.025793,72.587265,2015-07-01,223.0
Ahmedabad,23.025793,72.587265,2015-07-02,230.0
Ahmedabad,23.025793,72.587265,2015-07-03,243.0
Ahmedabad,23.025793,72.587265,2015-07-04,215.0
Ahmedabad,23.025793,72.587265,2015-07-05,199.0
Ahmedabad,23.025793,72.587265,2015-07-06,200.0
Ahmedabad,23.025793,72.587265,2015-07-07,226.0
Ahmedabad,23.025793,72.587265,2015-07-08,241.0
Ahmedabad,23.025793,72.587265,2015-07-09,222.0
Ahmedabad,23.025793,72.587265,2015-07-10,223.0
Ahmedabad,23.025793,72.587265,2015-07-11,248.0
Ahmedabad,23.025793,72.587265,2015-07-12,300.0
Ahmedabad,23.025793,72.587265,2015-07-13,232.0
Ahmedabad,23.025793,72.587265,2015-07-14,330.0
Ahmedabad,23.025793,72.587265,2015-07-15,223.0
Ahmedabad,23.025793,72.587265,2015-07-16,105.0
Ahmedabad,23.025793,72.587265,2015-07-17,101.0
Ahmedabad,23.025793,72.587265,2015-07-18,93.0
Ahmedabad,23.025793,72.587265,2015-07-19,67.0
Ahmedabad,23.025793,72.587265,2015-07-20,60.0
Ahmedabad,23.025793,72.587265,2015-07-21,118.0
Ahmedabad,23.025793,72.587265,2015-07-22,90.0
Ahmedabad,23.025793,72.587265,2015-07-23,78.0
Ahmedabad,23.025793,72.587265,2015-07-24,48.0
Ahmedabad,23.025793,72.587265,2015-07-25,53.0
Ahmedabad,23.025793,72.587265,2015-07-26,91.0
Ahmedabad,23.025793,72.587265,2015-07-27,70.0
Ahmedabad,23.025793,72.587265,2015-07-28,157.0
Ahmedabad,23.025793,72.587265,2015-07-29,158.0
Ahmedabad,23.025793,72.587265,2015-07-30,169.0
Ahmedabad,23.025793,72.587265,2015-07-31,174.0
Ahmedabad,23.025793,72.587265,2015-08-01,173.0
Ahmedabad,23.025793,72.587265,2015-08-02,172.0
Ahmedabad,23.025793,72.587265,2015-08-03,190.0
Ahmedabad,23.025793,72.587265,2015-08-04,171.0
Ahmedabad,23.025793,72.587265,2015-08-05,168.0
Ahmedabad,23.025793,72.587265,2015-08-06,172.0
Ahmedabad,23.025793,72.587265,2015-08-07,173.0
Ahmedabad,23.025793,72.587265,2015-08-08,175.0
Ahmedabad,23.025793,72.587265,2015-08-09,179.0
Ahmedabad,23.025793,72.587265,2015-08-10,174.0
Ahmedabad,23.025793,72.587265,2015-08-11,176.0
Ahmedabad,23.025793,72.587265,2015-08-12,179.0
Ahmedabad,23.025793,72.587265,2015-08-13,175.0
Ahmedabad,23.025793,72.587265,2015-08-14,177.0
Ahmedabad,23.025793,72.587265,2015-08-15,175.0
Ahmedabad,23.025793,72.587265,2015-08-16,174.0
Ahmedabad,23.025793,72.587265,2015-08-17,179.0
Ahmedabad,23.025793,72.587265,2015-08-18,177.0
Ahmedabad,23.025793,72.587265,2015-08-19,180.0
Ahmedabad,23.025793,72.587265,2015-08-20,274.0
Ahmedabad,23.025793,72.587265,2015-08-21,310.0
Ahmedabad,23.025793,72.587265,2015-08-22,303.0
Ahmedabad,23.025793,72.587265,2015-08-23,302.0
Ahmedabad,23.025793,72.587265,2015-08-24,302.0
Ahmedabad,23.025793,72.587265,2015-08-25,302.0
Ahmedabad,23.025793,72.587265,2015-08-26,302.0
Ahmedabad,23.025793,72.587265,2015-08-27,302.0
Ahmedabad,23.025793,72.587265,2015-08-28,302.0
Ahmedabad,23.025793,72.587265,2015-08-29,301.0
Ahmedabad,23.025793,72.587265,2015-08-30,302.0
Ahmedabad,23.025793,72.587265,2015-08-31,302.0
Ahmedabad,23.025793,72.587265,2015-09-01,302.0
Ahmedabad,23.025793,72.587265,2015-09-02,302.0
Ahmedabad,23.025793,72.587265,2015-09-03,301.0
Ahmedabad,23.025793,72.587265,2015-09-04,302.0
Ahmedabad,23.025793,72.587265,2015-09-05,301.0
Ahmedabad,23.025793,72.587265,2015-09-06,302.0
Ahmedabad,23.025793,72.587265,2015-09-07,301.0
Ahmedabad,23.025793,72.587265,2015-09-08,301.0
Ahmedabad,23.025793,72.587265,2015-09-09,118.0
Ahmedabad,23.025793,72.587265,2015-09-10,226.0
Ahmedabad,23.025793,72.587265,2015-09-11,276.0
Ahmedabad,23.025793,72.587265,2015-09-12,209.0
Ahmedabad,23.025793,72.587265,2015-09-13,179.0
Ahmedabad,23.025793,72.587265,2015-09-14,197.0
Ahmedabad,23.025793,72.587265,2015-09-15,229.0
Ahmedabad,23.025793,72.587265,2015-09-16,170.0
Ahmedabad,23.025793,72.587265,2015-09-17,164.0
Ahmedabad,23.025793,72.587265,2015-09-18,195.0
Ahmedabad,23.025793,72.587265,2015-09-19,220.0
Ahmedabad,23.025793,72.587265,2015-09-20,118.0
Ahmedabad,23.025793,72.587265,2015-09-21,118.0
Ahmedabad,23.025793,72.587265,2015-09-22,217.0
Ahmedabad,23.025793,72.587265,2015-09-23,254.0
Ahmedabad,23.025793,72.587265,2015-09-24,241.0
Ahmedabad,23.025793,72.587265,2015-09-25,244.0
Ahmedabad,23.025793,72.587265,2015-09-26,243.0
Ahmedabad,23.025793,72.587265,2015-09-27,244.0
Ahmedabad,23.025793,72.587265,2015-09-28,327.0
Ahmedabad,23.025793,72.587265,2015-09-29,390.0
Ahmedabad,23.025793,72.587265,2015-09-30,231.0
Ahmedabad,23.025793,72.587265,2015-10-01,396.0
Ahmedabad,23.025793,72.587265,2015-10-02,731.0
Ahmedabad,23.025793,72.587265,2015-10-03,466.0
Ahmedabad,23.025793,72.587265,2015-10-04,230.0
Ahmedabad,23.025793,72.587265,2015-10-05,309.0
Ahmedabad,23.025793,72.587265,2015-10-06,519.0
Ahmedabad,23.025793,72.587265,2015-10-07,397.0
Ahmedabad,23.025793,72.587265,2015-10-08,517.0
Ahmedabad,23.025793,72.587265,2015-10-09,653.0
Ahmedabad,23.025793,72.587265,2015-10-10,355.0
Ahmedabad,23.025793,72.587265,2015-10-11,227.0
Ahmedabad,23.025793,72.587265,2015-10-12,316.0
Ahmedabad,23.025793,72.587265,2015-10-13,536.0
Ahmedabad,23.025793,72.587265,2015-10-14,370.0
Ahmedabad,23.025793,72.587265,2015-10-15,551.0
Ahmedabad,23.025793,72.587265,2015-10-16,393.0
Ahmedabad,23.025793,72.587265,2015-10-17,671.0
Ahmedabad,23.025793,72.587265,2015-10-18,969.0
Ahmedabad,23.025793,72.587265,2015-10-19,471.0
Ahmedabad,23.025793,72.587265,2015-10-20,529.0
Ahmedabad,23.025793,72.587265,2015-10-21,118.0
Ahmedabad,23.025793,72.587265,2015-10-22,213.0
Ahmedabad,23.025793,72.587265,2015-10-23,297.0
Ahmedabad,23.025793,72.587265,2015-10-24,605.0
Ahmedabad,23.025793,72.587265,2015-10-25,691.0
Ahmedabad,23.025793,72.587265,2015-10-26,971.0
Ahmedabad,23.025793,72.587265,2015-10-27,118.0
Ahmedabad,23.025793,72.587265,2015-10-28,270.0
Ahmedabad,23.025793,72.587265,2015-10-29,188.0
Ahmedabad,23.025793,72.587265,2015-10-30,114.0
Ahmedabad,23.025793,72.587265,2015-10-31,143.0
Ahmedabad,23.025793,72.587265,2015-11-01,118.0
Ahmedabad,23.025793,72.587265,2015-11-02,118.0
Ahmedabad,23.025793,72.587265,2015-11-03,557.0
Ahmedabad,23.025793,72.587265,2015-11-04,118.0
Ahmedabad,23.025793,72.587265,2015-11-05,536.0
Ahmedabad,23.025793,72.587265,2015-11-06,354.0
Ahmedabad,23.025793,72.587265,2015-11-07,381.0
Ahmedabad,23.025793,72.587265,2015-11-08,355.0
Ahmedabad,23.025793,72.587265,2015-11-09,118.0
Ahmedabad,23.025793,72.587265,2015-11-10,118.0
Ahmedabad,23.025793,72.587265,2015-11-11,118.0
Ahmedabad,23.025793,72.587265,2015-11-12,118.0
Ahmedabad,23.025793,72.587265,2015-11-13,118.0
Ahmedabad,23.025793,72.587265,2015-11-14,118.0
Ahmedabad,23.025793,72.587265,2015-11-15,118.0
Ahmedabad,23.025793,72.587265,2015-11-16,118.0
Ahmedabad,23.025793,72.587265,2015-11-17,118.0
Ahmedabad,23.025793,72.587265,2015-11-18,118.0
Ahmedabad,23.025793,72.587265,2015-11-19,118.0
Ahmedabad,23.025793,72.587265,2015-11-20,118.0
Ahmedabad,23.025793,72.587265,2015-11-21,118.0
Ahmedabad,23.025793,72.587265,2015-11-22,118.0
Ahmedabad,23.025793,72.587265,2015-11-23,118.0
Ahmedabad,23.025793,72.587265,2015-11-24,118.0
Ahmedabad,23.025793,72.587265,2015-11-25,118.0
Ahmedabad,23.025793,72.587265,2015-11-26,118.0
Ahmedabad,23.025793,72.587265,2015-11-27,118.0
Ahmedabad,23.025793,72.587265,2015-11-28,118.0
Ahmedabad,23.025793,72.587265,2015-11-29,118.0
Ahmedabad,23.025793,72.587265,2015-11-30,118.0
Ahmedabad,23.025793,72.587265,2015-12-01,118.0
Ahmedabad,23.025793,72.587265,2015-12-02,118.0
Ahmedabad,23.025793,72.587265,2015-12-03,118.0
Ahmedabad,23.025793,72.587265,2015-12-04,118.0
Ahmedabad,23.025793,72.587265,2015-12-05,118.0
Ahmedabad,23.025793,72.587265,2015-12-06,118.0
Ahmedabad,23.025793,72.587265,2015-12-07,118.0
Ahmedabad,23.025793,72.587265,2015-12-08,118.0
Ahmedabad,23.025793,72.587265,2015-12-09,118.0
Ahmedabad,23.025793,72.587265,2015-12-10,118.0
Ahmedabad,23.025793,72.587265,2015-12-11,118.0
Ahmedabad,23.025793,72.587265,2015-12-12,118.0
Ahmedabad,23.025793,72.587265,2015-12-13,118.0
Ahmedabad,23.025793,72.587265,2015-12-14,118.0
Ahmedabad,23.025793,72.587265,2015-12-15,118.0
Ahmedabad,23.025793,72.587265,2015-12-16,118.0
Ahmedabad,23.025793,72.587265,2015-12-17,118.0
Ahmedabad,23.025793,72.587265,2015-12-18,118.0
Ahmedabad,23.025793,72.587265,2015-12-19,118.0
Ahmedabad,23.025793,72.587265,2015-12-20,118.0
Ahmedabad,23.025793,72.587265,2015-12-21,118.0
Ahmedabad,23.025793,72.587265,2015-12-22,118.0
Ahmedabad,23.025793,72.587265,2015-12-23,118.0
Ahmedabad,23.025793,72.587265,2015-12-24,118.0
Ahmedabad,23.025793,72.587265,2015-12-25,118.0
Ahmedabad,23.025793,72.587265,2015-12-26,118.0
Ahmedabad,23.025793,72.587265,2015-12-27,118.0
Ahmedabad,23.025793,72.587265,2015-12-28,118.0
Ahmedabad,23.025793,72.587265,2015-12-29,118.0
Ahmedabad,23.025793,72.587265,2015-12-30,118.0
Ahmedabad,23.025793,72.587265,2015-12-31,118.0
Ahmedabad,23.025793,72.587265,2016-01-01,118.0
Ahmedabad,23.025793,72.587265,2016-01-02,118.0
Ahmedabad,23.025793,72.587265,2016-01-03,118.0
Ahmedabad,23.025793,72.587265,2016-01-04,118.0
Ahmedabad,23.025793,72.587265,2016-01-05,118.0
Ahmedabad,23.025793,72.587265,2016-01-06,118.0
Ahmedabad,23.025793,72.587265,2016-01-07,118.0
Ahmedabad,23.025793,72.587265,2016-01-08,118.0
Ahmedabad,23.025793,72.587265,2016-01-09,118.0
Ahmedabad,23.025793,72.587265,2016-01-10,118.0
Ahmedabad,23.025793,72.587265,2016-01-11,118.0
Ahmedabad,23.025793,72.587265,2016-01-12,118.0
Ahmedabad,23.025793,72.587265,2016-01-13,118.0
Ahmedabad,23.025793,72.587265,2016-01-14,118.0
Ahmedabad,23.025793,72.587265,2016-01-15,118.0
Ahmedabad,23.025793,72.587265,2016-01-16,118.0
Ahmedabad,23.025793,72.587265,2016-01-17,118.0
Ahmedabad,23.025793,72.587265,2016-01-18,118.0
Ahmedabad,23.025793,72.587265,2016-01-19,118.0
Ahmedabad,23.025793,72.587265,2016-01-20,118.0
Ahmedabad,23.025793,72.587265,2016-01-21,118.0
Ahmedabad,23.025793,72.587265,2016-01-22,118.0
Ahmedabad,23.025793,72.587265,2016-01-23,118.0
Ahmedabad,23.025793,72.587265,2016-01-24,118.0
Ahmedabad,23.025793,72.587265,2016-01-25,118.0
Ahmedabad,23.025793,72.587265,2016-01-26,118.0
Ahmedabad,23.025793,72.587265,2016-01-27,118.0
Ahmedabad,23.025793,72.587265,2016-01-28,118.0
Ahmedabad,23.025793,72.587265,2016-01-29,118.0
Ahmedabad,23.025793,72.587265,2016-01-30,118.0
Ahmedabad,23.025793,72.587265,2016-01-31,118.0
Ahmedabad,23.025793,72.587265,2016-02-01,118.0
Ahmedabad,23.025793,72.587265,2016-02-02,118.0
Ahmedabad,23.025793,72.587265,2016-02-03,118.0
Ahmedabad,23.025793,72.587265,2016-02-04,118.0
Ahmedabad,23.025793,72.587265,2016-02-05,118.0
Ahmedabad,23.025793,72.587265,2016-02-06,118.0
Ahmedabad,23.025793,72.587265,2016-02-07,118.0
Ahmedabad,23.025793,72.587265,2016-02-08,118.0
Ahmedabad,23.025793,72.587265,2016-02-09,118.0
Ahmedabad,23.025793,72.587265,2016-02-10,118.0
Ahmedabad,23.025793,72.587265,2016-02-11,118.0
Ahmedabad,23.025793,72.587265,2016-02-12,118.0
Ahmedabad,23.025793,72.587265,2016-02-13,118.0
Ahmedabad,23.025793,72.587265,2016-02-14,118.0
Ahmedabad,23.025793,72.587265,2016-02-15,118.0
Ahmedabad,23.025793,72.587265,2016-02-16,118.0
Ahmedabad,23.025793,72.587265,2016-02-17,118.0
Ahmedabad,23.025793,72.587265,2016-02-18,118.0
Ahmedabad,23.025793,72.587265,2016-02-19,118.0
Ahmedabad,23.025793,72.587265,2016-02-20,118.0
Ahmedabad,23.025793,72.587265,2016-02-21,118.0
Ahmedabad,23.025793,72.587265,2016-02-22,118.0
Ahmedabad,23.025793,72.587265,2016-02-23,118.0
Ahmedabad,23.025793,72.587265,2016-02-24,118.0
Ahmedabad,23.025793,72.587265,2016-02-25,118.0
Ahmedabad,23.025793,72.587265,2016-02-26,118.0
Ahmedabad,23.025793,72.587265,2016-02-27,118.0
Ahmedabad,23.025793,72.587265,2016-02-28,118.0
Ahmedabad,23.025793,72.587265,2016-02-29,118.0
Ahmedabad,23.025793,72.587265,2016-03-01,118.0
Ahmedabad,23.025793,72.587265,2016-03-02,118.0
Ahmedabad,23.025793,72.587265,2016-03-03,118.0
Ahmedabad,23.025793,72.587265,2016-03-04,118.0
Ahmedabad,23.025793,72.587265,2016-03-05,118.0
Ahmedabad,23.025793,72.587265,2016-03-06,118.0
Ahmedabad,23.025793,72.587265,2016-03-07,118.0
Ahmedabad,23.025793,72.587265,2016-03-08,118.0
Ahmedabad,23.025793,72.587265,2016-03-09,118.0
Ahmedabad,23.025793,72.587265,2016-03-10,118.0
Ahmedabad,23.025793,72.587265,2016-03-11,118.0
Ahmedabad,23.025793,72.587265,2016-03-12,118.0
Ahmedabad,23.025793,72.587265,2016-03-13,118.0
Ahmedabad,23.025793,72.587265,2016-03-14,118.0
Ahmedabad,23.025793,72.587265,2016-03-15,118.0
Ahmedabad,23.025793,72.587265,2016-03-16,118.0
Ahmedabad,23.025793,72.587265,2016-03-17,118.0
Ahmedabad,23.025793,72.587265,2016-03-18,118.0
Ahmedabad,23.025793,72.587265,2016-03-19,118.0
Ahmedabad,23.025793,72.587265,2016-03-20,118.0
Ahmedabad,23.025793,72.587265,2016-03-21,118.0
Ahmedabad,23.025793,72.587265,2016-03-22,118.0
Ahmedabad,23.025793,72.587265,2016-03-23,118.0
Ahmedabad,23.025793,72.587265,2016-03-24,118.0
Ahmedabad,23.025793,72.587265,2016-03-25,118.0
Ahmedabad,23.025793,72.587265,2016-03-26,118.0
Ahmedabad,23.025793,72.587265,2016-03-27,118.0
Ahmedabad,23.025793,72.587265,2016-03-28,118.0
Ahmedabad,23.025793,72.587265,2016-03-29,118.0
Ahmedabad,23.025793,72.587265,2016-03-30,118.0
Ahmedabad,23.025793,72.587265,2016-03-31,118.0
Ahmedabad,23.025793,72.587265,2016-04-01,118.0
Ahmedabad,23.025793,72.587265,2016-04-02,118.0
Ahmedabad,23.025793,72.587265,2016-04-03,118.0
Ahmedabad,23.025793,72.587265,2016-04-04,118.0
Ahmedabad,23.025793,72.587265,2016-04-05,118.0
Ahmedabad,23.025793,72.587265,2016-04-06,118.0
Ahmedabad,23.025793,72.587265,2016-04-07,118.0
Ahmedabad,23.025793,72.587265,2016-04-08,118.0
Ahmedabad,23.025793,72.587265,2016-04-09,118.0
Ahmedabad,23.025793,72.587265,2016-04-10,118.0
Ahmedabad,23.025793,72.587265,2016-04-11,118.0
Ahmedabad,23.025793,72.587265,2016-04-12,118.0
Ahmedabad,23.025793,72.587265,2016-04-13,118.0
Ahmedabad,23.025793,72.587265,2016-04-14,118.0
Ahmedabad,23.025793,72.587265,2016-04-15,118.0
Ahmedabad,23.025793,72.587265,2016-04-16,118.0
Ahmedabad,23.025793,72.587265,2016-04-17,118.0
Ahmedabad,23.025793,72.587265,2016-04-18,118.0
Ahmedabad,23.025793,72.587265,2016-04-19,118.0
Ahmedabad,23.025793,72.587265,2016-04-20,118.0
Ahmedabad,23.025793,72.587265,2016-04-21,118.0
Ahmedabad,23.025793,72.587265,2016-04-22,118.0
Ahmedabad,23.025793,72.587265,2016-04-23,118.0
Ahmedabad,23.025793,72.587265,2016-04-24,118.0
Ahmedabad,23.025793,72.587265,2016-04-25,118.0
