city,latitude,longitude,date,pm2_5
Ahmedabad,23.025793,72.587265,2015-02-14,177.33
Ahmedabad,23.025793,72.587265,2015-02-15,113.25
Ahmedabad,23.025793,72.587265,2015-02-16,99.7
Ahmedabad,23.025793,72.587265,2015-02-17,80.61
Ahmedabad,23.025793,72.587265,2015-02-18,100.79
Ahmedabad,23.025793,72.587265,2015-02-19,107.99
Ahmedabad,23.025793,72.587265,2015-02-20,140.29
Ahmedabad,23.025793,72.587265,2015-02-21,239.96
Ahmedabad,23.025793,72.587265,2015-02-22,142.96
Ahmedabad,23.025793,72.587265,2015-02-23,238.41
Ahmedabad,23.025793,72.587265,2015-02-24,118.72
Ahmedabad,23.025793,72.587265,2015-02-25,52.99
Ahmedabad,23.025793,72.587265,2015-02-26,48.57
Ahmedabad,23.025793,72.587265,2015-02-27,48.57
Ahmedabad,23.025793,72.587265,2015-02-28,48.57
Ahmedabad,23.025793,72.587265,2015-03-01,61.12
Ahmedabad,23.025793,72.587265,2015-03-02,60.78
Ahmedabad,23.025793,72.587265,2015-03-03,91.83
Ahmedabad,23.025793,72.587265,2015-03-04,93.88
Ahmedabad,23.025793,72.587265,2015-03-05,173.01
Ahmedabad,23.025793,72.587265,2015-03-06,48.57
Ahmedabad,23.025793,72.587265,2015-03-07,105.45
Ahmedabad,23.025793,72.587265,2015-03-08,71.56
Ahmedabad,23.025793,72.587265,2015-03-09,119.8
Ahmedabad,23.025793,72.587265,2015-03-10,106.71
Ahmedabad,23.025793,72.587265,2015-03-11,118.49
Ahmedabad,23.025793,72.587265,2015-03-12,106.01
Ahmedabad,23.025793,72.587265,2015-03-13,97.34
Ahmedabad,23.025793,72.587265,2015-03-14,83.92
Ahmedabad,23.025793,72.587265,2015-03-15,49.51
Ahmedabad,23.025793,72.587265,2015-03-16,30.76
Ahmedabad,23.025793,72.587265,2015-03-17,50.29
Ahmedabad,23.025793,72.587265,2015-03-18,57.69
Ahmedabad,23.025793,72.587265,2015-03-19,105.06
Ahmedabad,23.025793,72.587265,2015-03-20,94.1
Ahmedabad,23.025793,72.587265,2015-03-21,111.89
Ahmedabad,23.025793,72.587265,2015-03-22,108.59
Ahmedabad,23.025793,72.587265,2015-03-23,130.76
Ahmedabad,23.025793,72.587265,2015-03-24,143.55
Ahmedabad,23.025793,72.587265,2015-03-25,165.07
Ahmedabad,23.025793,72.587265,2015-03-26,166.85
Ahmedabad,23.025793,72.587265,2015-03-27,147.38
Ahmedabad,23.025793,72.587265,2015-03-28,158.25
Ahmedabad,23.025793,72.587265,2015-03-29,237.76
Ahmedabad,23.025793,72.587265,2015-03-30,133.37
Ahmedabad,23.025793,72.587265,2015-03-31,133.3
Ahmedabad,23.025793,72.587265,2015-04-01,96.04
Ahmedabad,23.025793,72.587265,2015-04-02,77.69
Ahmedabad,23.025793,72.587265,2015-04-03,53.07
Ahmedabad,23.025793,72.587265,2015-04-04,63.11
Ahmedabad,23.025793,72.587265,2015-04-05,156.76
Ahmedabad,23.025793,72.587265,2015-04-06,120.96
Ahmedabad,23.025793,72.587265,2015-04-07,138.63
Ahmedabad,23.025793,72.587265,2015-04-08,144.36
Ahmedabad,23.025793,72.587265,2015-04-09,85.03
Ahmedabad,23.025793,72.587265,2015-04-10,134.6
Ahmedabad,23.025793,72.587265,2015-04-11,61.06
Ahmedabad,23.025793,72.587265,2015-04-12,39.42
Ahmedabad,23.025793,72.587265,2015-04-13,111.86
Ahmedabad,23.025793,72.587265,2015-04-14,58.37
Ahmedabad,23.025793,72.587265,2015-04-15,95.37
Ahmedabad,23.025793,72.587265,2015-04-16,141.3
Ahmedabad,23.025793,72.587265,2015-04-17,106.68
Ahmedabad,23.025793,72.587265,2015-04-18,109.48
Ahmedabad,23.025793,72.587265,2015-04-19,126.04
Ahmedabad,23.025793,72.587265,2015-04-20,71.22
Ahmedabad,23.025793,72.587265,2015-04-21,97.87
Ahmedabad,23.025793,72.587265,2015-04-22,63.38
Ahmedabad,23.025793,72.587265,2015-04-23,75.29
Ahmedabad,23.025793,72.587265,2015-04-24,80.9
Ahmedabad,23.025793,72.587265,2015-04-25,103.29
Ahmedabad,23.025793,72.587265,2015-04-26,107.5
Ahmedabad,23.025793,72.587265,2015-04-27,161.14
Ahmedabad,23.025793,72.587265,2015-04-28,102.58
Ahmedabad,23.025793,72.587265,2015-04-29,138.42
Ahmedabad,23.025793,72.587265,2015-04-30,129.04
Ahmedabad,23.025793,72.587265,2015-05-01,96.65
Ahmedabad,23.025793,72.587265,2015-05-02,126.77
Ahmedabad,23.025793,72.587265,2015-05-03,106.15
Ahmedabad,23.025793,72.587265,2015-05-04,86.31
Ahmedabad,23.025793,72.587265,2015-05-05,83.99
Ahmedabad,23.025793,72.587265,2015-05-06,65.11
Ahmedabad,23.025793,72.587265,2015-05-07,51.03
Ahmedabad,23.025793,72.587265,2015-05-08,38.73
Ahmedabad,23.025793,72.587265,2015-05-09,61.12
Ahmedabad,23.025793,72.587265,2015-05-10,58.44
Ahmedabad,23.025793,72.587265,2015-05-11,61.49
Ahmedabad,23.025793,72.587265,2015-05-12,65.39
Ahmedabad,23.025793,72.587265,2015-05-13,100.92
Ahmedabad,23.025793,72.587265,2015-05-14,97.48
Ahmedabad,23.025793,72.587265,2015-05-15,129.27
Ahmedabad,23.025793,72.587265,2015-05-16,129.58
Ahmedabad,23.025793,72.587265,2015-05-17,100.57
Ahmedabad,23.025793,72.587265,2015-05-18,130.34
Ahmedabad,23.025793,72.587265,2015-05-19,53.24
Ahmedabad,23.025793,72.587265,2015-05-20,42.0
Ahmedabad,23.025793,72.587265,2015-05-21,50.1
Ahmedabad,23.025793,72.587265,2015-05-22,83.69
Ahmedabad,23.025793,72.587265,2015-05-23,38.88
Ahmedabad,23.025793,72.587265,2015-05-24,46.89
Ahmedabad,23.025793,72.587265,2015-05-25,70.96
Ahmedabad,23.025793,72.587265,2015-05-26,53.66
Ahmedabad,23.025793,72.587265,2015-05-27,45.49
Ahmedabad,23.025793,72.587265,2015-05-28,60.86
Ahmedabad,23.025793,72.587265,2015-05-29,51.93
Ahmedabad,23.025793,72.587265,2015-05-30,77.87
Ahmedabad,23.025793,72.587265,2015-05-31,57.59
Ahmedabad,23.025793,72.587265,2015-06-01,77.22
Ahmedabad,23.025793,72.587265,2015-06-02,45.29
Ahmedabad,23.025793,72.587265,2015-06-03,103.78
Ahmedabad,23.025793,72.587265,2015-06-04,25.14
Ahmedabad,23.025793,72.587265,2015-06-05,87.03
Ahmedabad,23.025793,72.587265,2015-06-06,89.6
Ahmedabad,23.025793,72.587265,2015-06-07,80.69
Ahmedabad,23.025793,72.587265,2015-06-08,44.75
Ahmedabad,23.025793,72.587265,2015-06-09,38.11
Ahmedabad,23.025793,72.587265,2015-06-10,45.5
Ahmedabad,23.025793,72.587265,2015-06-11,36.98
Ahmedabad,23.025793,72.587265,2015-06-12,43.58
Ahmedabad,23.025793,72.587265,2015-06-13,45.49
Ahmedabad,23.025793,72.587265,2015-06-14,38.06
Ahmedabad,23.025793,72.587265,2015-06-15,45.41
Ahmedabad,23.025793,72.587265,2015-06-16,37.71
Ahmedabad,23.025793,72.587265,2015-06-17,32.37
Ahmedabad,23.025793,72.587265,2015-06-18,34.74
Ahmedabad,23.025793,72.587265,2015-06-19,32.56
Ahmedabad,23.025793,72.587265,2015-06-20,29.28
Ahmedabad,23.025793,72.587265,2015-06-21,20.46
Ahmedabad,23.025793,72.587265,2015-06-22,26.07
Ahmedabad,23.025793,72.587265,2015-06-23,21.43
Ahmedabad,23.025793,72.587265,2015-06-24,11.91
Ahmedabad,23.025793,72.587265,2015-06-25,57.75
Ahmedabad,23.025793,72.587265,2015-06-26,66.39
Ahmedabad,23.025793,72.587265,2015-06-27,62.61
Ahmedabad,23.025793,72.587265,2015-06-28,47.5
Ahmedabad,23.025793,72.587265,2015-06-29,111.8
Ahmedabad,23.025793,72.587265,2015-06-30,30.0
Ahmedabad,23.025793,72.587265,2015-07-01,4.66
Ahmedabad,23.025793,72.587265,2015-07-02,48.72
Ahmedabad,23.025793,72.587265,2015-07-03,49.7
Ahmedabad,23.025793,72.587265,2015-07-04,48.1
Ahmedabad,23.025793,72.587265,2015-07-05,47.43
Ahmedabad,23.025793,72.587265,2015-07-06,51.74
Ahmedabad,23.025793,72.587265,2015-07-07,42.68
Ahmedabad,23.025793,72.587265,2015-07-08,38.45
Ahmedabad,23.025793,72.587265,2015-07-09,46.69
Ahmedabad,23.025793,72.587265,2015-07-10,55.27
Ahmedabad,23.025793,72.587265,2015-07-11,149.03
Ahmedabad,23.025793,72.587265,2015-07-12,86.57
Ahmedabad,23.025793,72.587265,2015-07-13,111.77
Ahmedabad,23.025793,72.587265,2015-07-14,151.4
Ahmedabad,23.025793,72.587265,2015-07-15,51.35
Ahmedabad,23.025793,72.587265,2015-07-16,65.37
Ahmedabad,23.025793,72.587265,2015-07-17,56.28
Ahmedabad,23.025793,72.587265,2015-07-18,48.17
Ahmedabad,23.025793,72.587265,2015-07-19,33.56
Ahmedabad,23.025793,72.587265,2015-07-20,31.3
Ahmedabad,23.025793,72.587265,2015-07-21,48.12
Ahmedabad,23.025793,72.587265,2015-07-22,57.11
Ahmedabad,23.025793,72.587265,2015-07-23,34.72
Ahmedabad,23.025793,72.587265,2015-07-24,29.22
Ahmedabad,23.025793,72.587265,2015-07-25,29.79
Ahmedabad,23.025793,72.587265,2015-07-26,59.95
Ahmedabad,23.025793,72.587265,2015-07-27,19.2
Ahmedabad,23.025793,72.587265,2015-07-28,19.52
Ahmedabad,23.025793,72.587265,2015-07-29,35.16
Ahmedabad,23.025793,72.587265,2015-07-30,33.03
Ahmedabad,23.025793,72.587265,2015-07-31,40.95
Ahmedabad,23.025793,72.587265,2015-08-01,40.29
Ahmedabad,23.025793,72.587265,2015-08-02,41.16
Ahmedabad,23.025793,72.587265,2015-08-03,36.12
Ahmedabad,23.025793,72.587265,2015-08-04,28.51
Ahmedabad,23.025793,72.587265,2015-08-05,31.59
Ahmedabad,23.025793,72.587265,2015-08-06,42.56
Ahmedabad,23.025793,72.587265,2015-08-07,48.12
Ahmedabad,23.025793,72.587265,2015-08-08,37.09
Ahmedabad,23.025793,72.587265,2015-08-09,33.4
Ahmedabad,23.025793,72.587265,2015-08-10,38.64
Ahmedabad,23.025793,72.587265,2015-08-11,40.49
Ahmedabad,23.025793,72.587265,2015-08-12,41.37
Ahmedabad,23.025793,72.587265,2015-08-13,44.56
Ahmedabad,23.025793,72.587265,2015-08-14,65.68
Ahmedabad,23.025793,72.587265,2015-08-15,33.34
Ahmedabad,23.025793,72.587265,2015-08-16,39.17
Ahmedabad,23.025793,72.587265,2015-08-17,34.0
Ahmedabad,23.025793,72.587265,2015-08-18,36.38
Ahmedabad,23.025793,72.587265,2015-08-19,38.35
Ahmedabad,23.025793,72.587265,2015-08-20,38.5
Ahmedabad,23.025793,72.587265,2015-08-21,39.61
Ahmedabad,23.025793,72.587265,2015-08-22,61.79
Ahmedabad,23.025793,72.587265,2015-08-23,43.22
Ahmedabad,23.025793,72.587265,2015-08-24,33.41
Ahmedabad,23.025793,72.587265,2015-08-25,36.9
Ahmedabad,23.025793,72.587265,2015-08-26,36.36
Ahmedabad,23.025793,72.587265,2015-08-27,32.64
Ahmedabad,23.025793,72.587265,2015-08-28,38.23
Ahmedabad,23.025793,72.587265,2015-08-29,39.86
Ahmedabad,23.025793,72.587265,2015-08-30,72.74
Ahmedabad,23.025793,72.587265,2015-08-31,43.2
Ahmedabad,23.025793,72.587265,2015-09-01,63.2
Ahmedabad,23.025793,72.587265,2015-09-02,64.73
Ahmedabad,23.025793,72.587265,2015-09-03,65.28
Ahmedabad,23.025793,72.587265,2015-09-04,67.86
Ahmedabad,23.025793,72.587265,2015-09-05,52.4
Ahmedabad,23.025793,72.587265,2015-09-06,33.33
Ahmedabad,23.025793,72.587265,2015-09-07,29.52
Ahmedabad,23.025793,72.587265,2015-09-08,15.53
Ahmedabad,23.025793,72.587265,2015-09-09,57.51
Ahmedabad,23.025793,72.587265,2015-09-10,50.24
Ahmedabad,23.025793,72.587265,2015-09-11,61.77
Ahmedabad,23.025793,72.587265,2015-09-12,46.93
Ahmedabad,23.025793,72.587265,2015-09-13,43.01
Ahmedabad,23.025793,72.587265,2015-09-14,42.06
Ahmedabad,23.025793,72.587265,2015-09-15,44.94
Ahmedabad,23.025793,72.587265,2015-09-16,29.58
Ahmedabad,23.025793,72.587265,2015-09-17,32.15
Ahmedabad,23.025793,72.587265,2015-09-18,36.33
Ahmedabad,23.025793,72.587265,2015-09-19,24.46
Ahmedabad,23.025793,72.587265,2015-09-20,48.57
Ahmedabad,23.025793,72.587265,2015-09-21,27.08
Ahmedabad,23.025793,72.587265,2015-09-22,59.29
Ahmedabad,23.025793,72.587265,2015-09-23,65.32
Ahmedabad,23.025793,72.587265,2015-09-24,47.39
Ahmedabad,23.025793,72.587265,2015-09-25,43.88
Ahmedabad,23.025793,72.587265,2015-09-26,28.35
Ahmedabad,23.025793,72.587265,2015-09-27,3.59
Ahmedabad,23.025793,72.587265,2015-09-28,3.04
Ahmedabad,23.025793,72.587265,2015-09-29,19.14
Ahmedabad,23.025793,72.587265,2015-09-30,69.12
Ahmedabad,23.025793,72.587265,2015-10-01,76.41
Ahmedabad,23.025793,72.587265,2015-10-02,102.49
Ahmedabad,23.025793,72.587265,2015-10-03,127.94
Ahmedabad,23.025793,72.587265,2015-10-04,87.18
Ahmedabad,23.025793,72.587265,2015-10-05,99.73
Ahmedabad,23.025793,72.587265,2015-10-06,84.15
Ahmedabad,23.025793,72.587265,2015-10-07,92.12
Ahmedabad,23.025793,72.587265,2015-10-08,94.02
Ahmedabad,23.025793,72.587265,2015-10-09,150.27
Ahmedabad,23.025793,72.587265,2015-10-10,118.91
Ahmedabad,23.025793,72.587265,2015-10-11,91.41
Ahmedabad,23.025793,72.587265,2015-10-12,95.9
Ahmedabad,23.025793,72.587265,2015-10-13,137.87
Ahmedabad,23.025793,72.587265,2015-10-14,90.71
Ahmedabad,23.025793,72.587265,2015-10-15,108.68
Ahmedabad,23.025793,72.587265,2015-10-16,98.79
Ahmedabad,23.025793,72.587265,2015-10-17,145.75
Ahmedabad,23.025793,72.587265,2015-10-18,179.43
Ahmedabad,23.025793,72.587265,2015-10-19,170.52
Ahmedabad,23.025793,72.587265,2015-10-20,203.4
Ahmedabad,23.025793,72.587265,2015-10-21,92.71
Ahmedabad,23.025793,72.587265,2015-10-22,64.66
Ahmedabad,23.025793,72.587265,2015-10-23,78.14
Ahmedabad,23.025793,72.587265,2015-10-24,100.17
Ahmedabad,23.025793,72.587265,2015-10-25,147.35
Ahmedabad,23.025793,72.587265,2015-10-26,206.89
Ahmedabad,23.025793,72.587265,2015-10-27,114.84
Ahmedabad,23.025793,72.587265,2015-10-28,89.64
Ahmedabad,23.025793,72.587265,2015-10-29,51.72
Ahmedabad,23.025793,72.587265,2015-10-30,54.59
Ahmedabad,23.025793,72.587265,2015-10-31,46.5
Ahmedabad,23.025793,72.587265,2015-11-01,48.57
Ahmedabad,23.025793,72.587265,2015-11-02,122.54
Ahmedabad,23.025793,72.587265,2015-11-03,147.18
Ahmedabad,23.025793,72.587265,2015-11-04,214.67
Ahmedabad,23.025793,72.587265,2015-11-05,207.13
Ahmedabad,23.025793,72.587265,2015-11-06,191.01
Ahmedabad,23.025793,72.587265,2015-11-07,192.35
Ahmedabad,23.025793,72.587265,2015-11-08,127.64
Ahmedabad,23.025793,72.587265,2015-11-09,48.57
Ahmedabad,23.025793,72.587265,2015-11-10,48.57
Ahmedabad,23.025793,72.587265,2015-11-11,48.57
Ahmedabad,23.025793,72.587265,2015-11-12,48.57
Ahmedabad,23.025793,72.587265,2015-11-13,48.57
Ahmedabad,23.025793,72.587265,2015-11-14,48.57
Ahmedabad,23.025793,72.587265,2015-11-15,48.57
Ahmedabad,23.025793,72.587265,2015-11-16,48.57
Ahmedabad,23.025793,72.587265,2015-11-17,48.57
Ahmedabad,23.025793,72.587265,2015-11-18,48.57
Ahmedabad,23.025793,72.587265,2015-11-19,48.57
Ahmedabad,23.025793,72.587265,2015-11-20,48.57
Ahmedabad,23.025793,72.587265,2015-11-21,48.57
Ahmedabad,23.025793,72.587265,2015-11-22,48.57
Ahmedabad,23.025793,72.587265,2015-11-23,48.57
Ahmedabad,23.025793,72.587265,2015-11-24,48.57
Ahmedabad,23.025793,72.587265,2015-11-25,48.57
Ahmedabad,23.025793,72.587265,2015-11-26,48.57
Ahmedabad,23.025793,72.587265,2015-11-27,48.57
Ahmedabad,23.025793,72.587265,2015-11-28,48.57
Ahmedabad,23.025793,72.587265,2015-11-29,48.57
Ahmedabad,23.025793,72.587265,2015-11-30,48.57
Ahmedabad,23.025793,72.587265,2015-12-01,48.57
Ahmedabad,23.025793,72.587265,2015-12-02,48.57
Ahmedabad,23.025793,72.587265,2015-12-03,48.57
Ahmedabad,23.025793,72.587265,2015-12-04,48.57
Ahmedabad,23.025793,72.587265,2015-12-05,48.57
Ahmedabad,23.025793,72.587265,2015-12-06,48.57
Ahmedabad,23.025793,72.587265,2015-12-07,48.57
Ahmedabad,23.025793,72.587265,2015-12-08,48.57
Ahmedabad,23.025793,72.587265,2015-12-09,48.57
Ahmedabad,23.025793,72.587265,2015-12-10,48.57
Ahmedabad,23.025793,72.587265,2015-12-11,48.57
Ahmedabad,23.025793,72.587265,2015-12-12,48.57
Ahmedabad,23.025793,72.587265,2015-12-13,48.57
Ahmedabad,23.025793,72.587265,2015-12-14,48.57
Ahmedabad,23.025793,72.587265,2015-12-15,48.57
Ahmedabad,23.025793,72.587265,2015-12-16,48.57
Ahmedabad,23.025793,72.587265,2015-12-17,48.57
Ahmedabad,23.025793,72.587265,2015-12-18,48.57
Ahmedabad,23.025793,72.587265,2015-12-19,48.57
Ahmedabad,23.025793,72.587265,2015-12-20,48.57
Ahmedabad,23.025793,72.587265,2015-12-21,48.57
Ahmedabad,23.025793,72.587265,2015-12-22,48.57
Ahmedabad,23.025793,72.587265,2015-12-23,48.57
Ahmedabad,23.025793,72.587265,2015-12-24,48.57
Ahmedabad,23.025793,72.587265,2015-12-25,48.57
Ahmedabad,23.025793,72.587265,2015-12-26,48.57
Ahmedabad,23.025793,72.587265,2015-12-27,48.57
Ahmedabad,23.025793,72.587265,2015-12-28,48.57
Ahmedabad,23.025793,72.587265,2015-12-29,48.57
Ahmedabad,23.025793,72.587265,2015-12-30,48.57
Ahmedabad,23.025793,72.587265,2015-12-31,48.57
Ahmedabad,23.025793,72.587265,2016-01-01,48.57
Ahmedabad,23.025793,72.587265,2016-01-02,48.57
Ahmedabad,23.025793,72.587265,2016-01-03,48.57
Ahmedabad,23.025793,72.587265,2016-01-04,48.57
Ahmedabad,23.025793,72.587265,2016-01-05,48.57
Ahmedabad,23.025793,72.587265,2016-01-06,48.57
Ahmedabad,23.025793,72.587265,2016-01-07,48.57
Ahmedabad,23.025793,72.587265,2016-01-08,48.57
Ahmedabad,23.025793,72.587265,2016-01-09,48.57
Ahmedabad,23.025793,72.587265,2016-01-10,48.57
Ahmedabad,23.025793,72.587265,2016-01-11,48.57
Ahmedabad,23.025793,72.587265,2016-01-12,48.57
Ahmedabad,23.025793,72.587265,2016-01-13,48.57
Ahmedabad,23.025793,72.587265,2016-01-14,48.57
Ahmedabad,23.025793,72.587265,2016-01-15,48.57
Ahmedabad,23.025793,72.587265,2016-01-16,48.57
Ahmedabad,23.025793,72.587265,2016-01-17,48.57
Ahmedabad,23.025793,72.587265,2016-01-18,48.57
Ahmedabad,23.025793,72.587265,2016-01-19,48.57
Ahmedabad,23.025793,72.587265,2016-01-20,48.57
Ahmedabad,23.025793,72.587265,2016-01-21,48.57
Ahmedabad,23.025793,72.587265,2016-01-22,48.57
Ahmedabad,23.025793,72.587265,2016-01-23,48.57
Ahmedabad,23.025793,72.587265,2016-01-24,48.57
Ahmedabad,23.025793,72.587265,2016-01-25,48.57
Ahmedabad,23.025793,72.587265,2016-01-26,48.57
Ahmedabad,23.025793,72.587265,2016-01-27,48.57
Ahmedabad,23.025793,72.587265,2016-01-28,48.57
Ahmedabad,23.025793,72.587265,2016-01-29,48.57
Ahmedabad,23.025793,72.587265,2016-01-30,48.57
Ahmedabad,23.025793,72.587265,2016-01-31,48.57
Ahmedabad,23.025793,72.587265,2016-02-01,48.57
Ahmedabad,23.025793,72.587265,2016-02-02,48.57
Ahmedabad,23.025793,72.587265,2016-02-03,48.57
Ahmedabad,23.025793,72.587265,2016-02-04,48.57
Ahmedabad,23.025793,72.587265,2016-02-05,48.57
Ahmedabad,23.025793,72.587265,2016-02-06,48.57
Ahmedabad,23.025793,72.587265,2016-02-07,48.57
Ahmedabad,23.025793,72.587265,2016-02-08,48.57
Ahmedabad,23.025793,72.587265,2016-02-09,48.57
Ahmedabad,23.025793,72.587265,2016-02-10,48.57
Ahmedabad,23.025793,72.587265,2016-02-11,48.57
Ahmedabad,23.025793,72.587265,2016-02-12,48.57
Ahmedabad,23.025793,72.587265,2016-02-13,48.57
Ahmedabad,23.025793,72.587265,2016-02-14,48.57
Ahmedabad,23.025793,72.587265,2016-02-15,48.57
Ahmedabad,23.025793,72.587265,2016-02-16,48.57
Ahmedabad,23.025793,72.587265,2016-02-17,48.57
Ahmedabad,23.025793,72.587265,2016-02-18,48.57
Ahmedabad,23.025793,72.587265,2016-02-19,48.57
Ahmedabad,23.025793,72.587265,2016-02-20,48.57
Ahmedabad,23.025793,72.587265,2016-02-21,48.57
Ahmedabad,23.025793,72.587265,2016-02-22,48.57
Ahmedabad,23.025793,72.587265,2016-02-23,48.57
Ahmedabad,23.025793,72.587265,2016-02-24,48.57
Ahmedabad,23.025793,72.587265,2016-02-25,48.57
Ahmedabad,23.025793,72.587265,2016-02-26,48.57
Ahmedabad,23.025793,72.587265,2016-02-27,48.57
Ahmedabad,23.025793,72.587265,2016-02-28,48.57
Ahmedabad,23.025793,72.587265,2016-02-29,48.57
Ahmedabad,23.025793,72.587265,2016-03-01,48.57
Ahmedabad,23.025793,72.587265,2016-03-02,48.57
Ahmedabad,23.025793,72.587265,2016-03-03,48.57
Ahmedabad,23.025793,72.587265,2016-03-04,48.57
Ahmedabad,23.025793,72.587265,2016-03-05,48.57
Ahmedabad,23.025793,72.587265,2016-03-06,48.57
Ahmedabad,23.025793,72.587265,2016-03-07,48.57
Ahmedabad,23.025793,72.587265,2016-03-08,48.57
Ahmedabad,23.025793,72.587265,2016-03-09,48.57
Ahmedabad,23.025793,72.587265,2016-03-10,48.57
Ahmedabad,23.025793,72.587265,2016-03-11,48.57
Ahmedabad,23.025793,72.587265,2016-03-12,48.57
Ahmedabad,23.025793,72.587265,2016-03-13,48.57
Ahmedabad,23.025793,72.587265,2016-03-14,48.57
Ahmedabad,23.025793,72.587265,2016-03-15,48.57
Ahmedabad,23.025793,72.587265,2016-03-16,48.57
Ahmedabad,23.025793,72.587265,2016-03-17,48.57
Ahmedabad,23.025793,72.587265,2016-03-18,48.57
Ahmedabad,23.025793,72.587265,2016-03-19,48.57
Ahmedabad,23.025793,72.587265,2016-03-20,48.57
Ahmedabad,23.025793,72.587265,2016-03-21,48.57
Ahmedabad,23.025793,72.587265,2016-03-22,48.57
Ahmedabad,23.025793,72.587265,2016-03-23,48.57
Ahmedabad,23.025793,72.587265,2016-03-24,48.57
Ahmedabad,23.025793,72.587265,2016-03-25,48.57
Ahmedabad,23.025793,72.587265,2016-03-26,48.57
Ahmedabad,23.025793,72.587265,2016-03-27,48.57
Ahmedabad,23.025793,72.587265,2016-03-28,48.57
Ahmedabad,23.025793,72.587265,2016-03-29,48.57
Ahmedabad,23.025793,72.587265,2016-03-30,48.57
Ahmedabad,23.025793,72.587265,2016-03-31,48.57
Ahmedabad,23.025793,72.587265,2016-04-01,48.57
Ahmedabad,23.025793,72.587265,2016-04-02,48.57
Ahmedabad,23.025793,72.587265,2016-04-03,48.57
Ahmedabad,23.025793,72.587265,2016-04-04,48.57
Ahmedabad,23.025793,72.587265,2016-04-05,48.57
Ahmedabad,23.025793,72.587265,2016-04-06,48.57
Ahmedabad,23.025793,72.587265,2016-04-07,48.57
Ahmedabad,23.025793,72.587265,2016-04-08,48.57
Ahmedabad,23.025793,72.587265,2016-04-09,48.57
Ahmedabad,23.025793,72.587265,2016-04-10,48.57
Ahmedabad,23.025793,72.587265,2016-04-11,48.57
Ahmedabad,23.025793,72.587265,2016-04-12,48.57
Ahmedabad,23.025793,72.587265,2016-04-13,48.57
Ahmedabad,23.025793,72.587265,2016-04-14,48.57
Ahmedabad,23.025793,72.587265,2016-04-15,48.57
Ahmedabad,23.025793,72.587265,2016-04-16,48.57
Ahmedabad,23.025793,72.587265,2016-04-17,48.57
Ahmedabad,23.025793,72.587265,2016-04-18,48.57
Ahmedabad,23.025793,72.587265,2016-04-19,48.57
Ahmedabad,23.025793,72.587265,2016-04-20,48.57
Ahmedabad,23.025793,72.587265,2016-04-21,48.57
Ahmedabad,23.025793,72.587265,2016-04-22,48.57
Ahmedabad,23.025793,72.587265,2016-04-23,48.57
Ahmedabad,23.025793,72.587265,2016-04-24,48.57
Ahmedabad,23.025793,72.587265,2016-04-25,48.57
